"Statistic Label","CensusYear","General Health","Sex","County and City","Age Group","UNIT","VALUE"
"Population","2016","General health - Fair","Female","Louth","30 - 34 years","Number","242"
"Population","2016","General health - Fair","Female","Louth","35 - 39 years","Number","349"
"Population","2016","General health - Fair","Female","Louth","40 - 44 years","Number","381"
"Population","2016","General health - Fair","Female","Louth","45 - 49 years","Number","402"
"Population","2016","General health - Fair","Female","Louth","50 - 54 years","Number","452"
"Population","2016","General health - Fair","Female","Louth","55 - 59 years","Number","499"
"Population","2016","General health - Fair","Female","Louth","60 - 64 years","Number","540"
"Population","2016","General health - Fair","Female","Louth","65 - 69 years","Number","552"
"Population","2016","General health - Fair","Female","Louth","70 - 74 years","Number","479"
"Population","2016","General health - Fair","Female","Louth","75 - 79 years","Number","445"
"Population","2016","General health - Fair","Female","Louth","80 - 84 years","Number","405"
"Population","2016","General health - Fair","Female","Louth","85 years and over","Number","482"
"Population","2016","General health - Fair","Female","Limerick City and County","All ages","Number","8827"
"Population","2016","General health - Fair","Female","Limerick City and County","0 - 4 years","Number","71"
"Population","2016","General health - Fair","Female","Limerick City and County","5 - 9 years","Number","81"
"Population","2016","General health - Fair","Female","Limerick City and County","10 - 14 years","Number","76"
"Population","2016","General health - Fair","Female","Limerick City and County","15 - 19 years","Number","158"
"Population","2016","General health - Fair","Female","Limerick City and County","20 - 24 years","Number","236"
"Population","2016","General health - Fair","Female","Limerick City and County","25 - 29 years","Number","263"
"Population","2016","General health - Fair","Female","Limerick City and County","30 - 34 years","Number","372"
"Population","2016","General health - Fair","Female","Limerick City and County","35 - 39 years","Number","451"
"Population","2016","General health - Fair","Female","Limerick City and County","40 - 44 years","Number","508"
"Population","2016","General health - Fair","Female","Limerick City and County","45 - 49 years","Number","577"
"Population","2016","General health - Fair","Female","Limerick City and County","50 - 54 years","Number","675"
"Population","2016","General health - Fair","Female","Limerick City and County","55 - 59 years","Number","808"
"Population","2016","General health - Fair","Female","Limerick City and County","60 - 64 years","Number","809"
"Population","2016","General health - Fair","Female","Limerick City and County","65 - 69 years","Number","839"
"Population","2016","General health - Fair","Female","Limerick City and County","70 - 74 years","Number","776"
"Population","2016","General health - Fair","Female","Limerick City and County","75 - 79 years","Number","728"
"Population","2016","General health - Fair","Female","Limerick City and County","80 - 84 years","Number","628"
"Population","2016","General health - Fair","Female","Limerick City and County","85 years and over","Number","771"
"Population","2016","General health - Fair","Female","Leitrim","All ages","Number","1457"
"Population","2016","General health - Fair","Female","Leitrim","0 - 4 years","Number","8"
"Population","2016","General health - Fair","Female","Leitrim","5 - 9 years","Number","12"
"Population","2016","General health - Fair","Female","Leitrim","10 - 14 years","Number","9"
"Population","2016","General health - Fair","Female","Leitrim","15 - 19 years","Number","14"
"Population","2016","General health - Fair","Female","Leitrim","20 - 24 years","Number","20"
"Population","2016","General health - Fair","Female","Leitrim","25 - 29 years","Number","33"
"Population","2016","General health - Fair","Female","Leitrim","30 - 34 years","Number","58"
"Population","2016","General health - Fair","Female","Leitrim","35 - 39 years","Number","63"
"Population","2016","General health - Fair","Female","Leitrim","40 - 44 years","Number","75"
"Population","2016","General health - Fair","Female","Leitrim","45 - 49 years","Number","91"
"Population","2016","General health - Fair","Female","Leitrim","50 - 54 years","Number","96"
"Population","2016","General health - Fair","Female","Leitrim","55 - 59 years","Number","141"
"Population","2016","General health - Fair","Female","Leitrim","60 - 64 years","Number","140"
"Population","2016","General health - Fair","Female","Leitrim","65 - 69 years","Number","143"
"Population","2016","General health - Fair","Female","Leitrim","70 - 74 years","Number","123"
"Population","2016","General health - Fair","Female","Leitrim","75 - 79 years","Number","122"
"Population","2016","General health - Fair","Female","Leitrim","80 - 84 years","Number","121"
"Population","2016","General health - Fair","Female","Leitrim","85 years and over","Number","188"
"Population","2016","General health - Fair","Female","Laois","All ages","Number","3411"
"Population","2016","General health - Fair","Female","Laois","0 - 4 years","Number","35"
"Population","2016","General health - Fair","Female","Laois","5 - 9 years","Number","33"
"Population","2016","General health - Fair","Female","Laois","10 - 14 years","Number","33"
"Population","2016","General health - Fair","Female","Laois","15 - 19 years","Number","61"
"Population","2016","General health - Fair","Female","Laois","20 - 24 years","Number","87"
"Population","2016","General health - Fair","Female","Laois","25 - 29 years","Number","115"
"Population","2016","General health - Fair","Female","Laois","30 - 34 years","Number","163"
"Population","2016","General health - Fair","Female","Laois","35 - 39 years","Number","215"
"Population","2016","General health - Fair","Female","Laois","40 - 44 years","Number","229"
"Population","2016","General health - Fair","Female","Laois","45 - 49 years","Number","227"
"Population","2016","General health - Fair","Female","Laois","50 - 54 years","Number","265"
"Population","2016","General health - Fair","Female","Laois","55 - 59 years","Number","317"
"Population","2016","General health - Fair","Female","Laois","60 - 64 years","Number","332"
"Population","2016","General health - Fair","Female","Laois","65 - 69 years","Number","310"
"Population","2016","General health - Fair","Female","Laois","70 - 74 years","Number","275"
"Population","2016","General health - Fair","Female","Laois","75 - 79 years","Number","253"
"Population","2016","General health - Fair","Female","Laois","80 - 84 years","Number","241"
"Population","2016","General health - Fair","Female","Laois","85 years and over","Number","220"
"Population","2016","General health - Fair","Female","Meath","All ages","Number","6680"
"Population","2016","General health - Fair","Female","Meath","0 - 4 years","Number","68"
"Population","2016","General health - Fair","Female","Meath","5 - 9 years","Number","78"
"Population","2016","General health - Fair","Female","Meath","10 - 14 years","Number","66"
"Population","2016","General health - Fair","Female","Meath","15 - 19 years","Number","115"
"Population","2016","General health - Fair","Female","Meath","20 - 24 years","Number","127"
"Population","2016","General health - Fair","Female","Meath","25 - 29 years","Number","186"
"Population","2016","General health - Fair","Female","Meath","30 - 34 years","Number","308"
"Population","2016","General health - Fair","Female","Meath","35 - 39 years","Number","421"
"Population","2016","General health - Fair","Female","Meath","40 - 44 years","Number","519"
"Population","2016","General health - Fair","Female","Meath","45 - 49 years","Number","494"
"Population","2016","General health - Fair","Female","Meath","50 - 54 years","Number","528"
"Population","2016","General health - Fair","Female","Meath","55 - 59 years","Number","552"
"Population","2016","General health - Fair","Female","Meath","60 - 64 years","Number","631"
"Population","2016","General health - Fair","Female","Meath","65 - 69 years","Number","593"
"Population","2016","General health - Fair","Female","Meath","70 - 74 years","Number","586"
"Population","2016","General health - Fair","Female","Meath","75 - 79 years","Number","475"
"Population","2016","General health - Fair","Female","Meath","80 - 84 years","Number","429"
"Population","2016","General health - Fair","Female","Meath","85 years and over","Number","504"
"Population","2016","General health - Fair","Female","Monaghan","All ages","Number","2675"
"Population","2016","General health - Fair","Female","Monaghan","0 - 4 years","Number","13"
"Population","2016","General health - Fair","Female","Monaghan","5 - 9 years","Number","25"
"Population","2016","General health - Fair","Female","Monaghan","10 - 14 years","Number","22"
"Population","2016","General health - Fair","Female","Monaghan","15 - 19 years","Number","26"
"Population","2016","General health - Fair","Female","Monaghan","20 - 24 years","Number","39"
"Population","2016","General health - Fair","Female","Monaghan","25 - 29 years","Number","63"
"Population","2016","General health - Fair","Female","Monaghan","30 - 34 years","Number","80"
"Population","2016","General health - Fair","Female","Monaghan","35 - 39 years","Number","120"
"Population","2016","General health - Fair","Female","Monaghan","40 - 44 years","Number","164"
"Population","2016","General health - Fair","Female","Monaghan","45 - 49 years","Number","155"
"Population","2016","General health - Fair","Female","Monaghan","50 - 54 years","Number","214"
"Population","2016","General health - Fair","Female","Monaghan","55 - 59 years","Number","220"
"Population","2016","General health - Fair","Female","Monaghan","60 - 64 years","Number","264"
"Population","2016","General health - Fair","Female","Monaghan","65 - 69 years","Number","248"
"Population","2016","General health - Fair","Female","Monaghan","70 - 74 years","Number","263"
"Population","2016","General health - Fair","Female","Monaghan","75 - 79 years","Number","252"
"Population","2016","General health - Fair","Female","Monaghan","80 - 84 years","Number","222"
"Population","2016","General health - Fair","Female","Monaghan","85 years and over","Number","285"
"Population","2016","General health - Fair","Female","Mayo","All ages","Number","6509"
"Population","2016","General health - Fair","Female","Mayo","0 - 4 years","Number","28"
"Population","2016","General health - Fair","Female","Mayo","5 - 9 years","Number","43"
"Population","2016","General health - Fair","Female","Mayo","10 - 14 years","Number","59"
"Population","2016","General health - Fair","Female","Mayo","15 - 19 years","Number","99"
"Population","2016","General health - Fair","Female","Mayo","20 - 24 years","Number","103"
"Population","2016","General health - Fair","Female","Mayo","25 - 29 years","Number","110"
"Population","2016","General health - Fair","Female","Mayo","30 - 34 years","Number","186"
"Population","2016","General health - Fair","Female","Mayo","35 - 39 years","Number","225"
"Population","2016","General health - Fair","Female","Mayo","40 - 44 years","Number","303"
"Population","2016","General health - Fair","Female","Mayo","45 - 49 years","Number","344"
"Population","2016","General health - Fair","Female","Mayo","50 - 54 years","Number","447"
"Population","2016","General health - Fair","Female","Mayo","55 - 59 years","Number","559"
"Population","2016","General health - Fair","Female","Mayo","60 - 64 years","Number","640"
"Population","2016","General health - Fair","Female","Mayo","65 - 69 years","Number","702"
"Population","2016","General health - Fair","Female","Mayo","70 - 74 years","Number","647"
"Population","2016","General health - Fair","Female","Mayo","75 - 79 years","Number","645"
"Population","2016","General health - Fair","Female","Mayo","80 - 84 years","Number","597"
"Population","2016","General health - Fair","Female","Mayo","85 years and over","Number","772"
"Population","2016","General health - Fair","Female","Offaly","All ages","Number","3690"
"Population","2016","General health - Fair","Female","Offaly","0 - 4 years","Number","29"
"Population","2016","General health - Fair","Female","Offaly","5 - 9 years","Number","24"
"Population","2016","General health - Fair","Female","Offaly","10 - 14 years","Number","39"
"Population","2016","General health - Fair","Female","Offaly","15 - 19 years","Number","73"
"Population","2016","General health - Fair","Female","Offaly","20 - 24 years","Number","67"
"Population","2016","General health - Fair","Female","Offaly","25 - 29 years","Number","93"
"Population","2016","General health - Fair","Female","Offaly","30 - 34 years","Number","151"
"Population","2016","General health - Fair","Female","Offaly","35 - 39 years","Number","196"
"Population","2016","General health - Fair","Female","Offaly","40 - 44 years","Number","207"
"Population","2016","General health - Fair","Female","Offaly","45 - 49 years","Number","270"
"Population","2016","General health - Fair","Female","Offaly","50 - 54 years","Number","311"
"Population","2016","General health - Fair","Female","Offaly","55 - 59 years","Number","336"
"Population","2016","General health - Fair","Female","Offaly","60 - 64 years","Number","328"
"Population","2016","General health - Fair","Female","Offaly","65 - 69 years","Number","403"
"Population","2016","General health - Fair","Female","Offaly","70 - 74 years","Number","306"
"Population","2016","General health - Fair","Female","Offaly","75 - 79 years","Number","297"
"Population","2016","General health - Fair","Female","Offaly","80 - 84 years","Number","270"
"Population","2016","General health - Fair","Female","Offaly","85 years and over","Number","290"
"Population","2016","General health - Fair","Female","Roscommon","All ages","Number","3096"
"Population","2016","General health - Fair","Female","Roscommon","0 - 4 years","Number","16"
"Population","2016","General health - Fair","Female","Roscommon","5 - 9 years","Number","20"
"Population","2016","General health - Fair","Female","Roscommon","10 - 14 years","Number","24"
"Population","2016","General health - Fair","Female","Roscommon","15 - 19 years","Number","47"
"Population","2016","General health - Fair","Female","Roscommon","20 - 24 years","Number","41"
"Population","2016","General health - Fair","Female","Roscommon","25 - 29 years","Number","73"
"Population","2016","General health - Fair","Female","Roscommon","30 - 34 years","Number","90"
"Population","2016","General health - Fair","Female","Roscommon","35 - 39 years","Number","136"
"Population","2016","General health - Fair","Female","Roscommon","40 - 44 years","Number","130"
"Population","2016","General health - Fair","Female","Roscommon","45 - 49 years","Number","183"
"Population","2016","General health - Fair","Female","Roscommon","50 - 54 years","Number","223"
"Population","2016","General health - Fair","Female","Roscommon","55 - 59 years","Number","275"
"Population","2016","General health - Fair","Female","Roscommon","60 - 64 years","Number","316"
"Population","2016","General health - Fair","Female","Roscommon","65 - 69 years","Number","254"
"Population","2016","General health - Fair","Female","Roscommon","70 - 74 years","Number","283"
"Population","2016","General health - Fair","Female","Roscommon","75 - 79 years","Number","272"
"Population","2016","General health - Fair","Female","Roscommon","80 - 84 years","Number","294"
"Population","2016","General health - Fair","Female","Roscommon","85 years and over","Number","419"
"Population","2016","General health - Fair","Female","South Dublin","All ages","Number","11033"
"Population","2016","General health - Fair","Female","South Dublin","0 - 4 years","Number","92"
"Population","2016","General health - Fair","Female","South Dublin","5 - 9 years","Number","113"
"Population","2016","General health - Fair","Female","South Dublin","10 - 14 years","Number","118"
"Population","2016","General health - Fair","Female","South Dublin","15 - 19 years","Number","204"
"Population","2016","General health - Fair","Female","South Dublin","20 - 24 years","Number","222"
"Population","2016","General health - Fair","Female","South Dublin","25 - 29 years","Number","372"
"Population","2016","General health - Fair","Female","South Dublin","30 - 34 years","Number","563"
"Population","2016","General health - Fair","Female","South Dublin","35 - 39 years","Number","746"
"Population","2016","General health - Fair","Female","South Dublin","40 - 44 years","Number","789"
"Population","2016","General health - Fair","Female","South Dublin","45 - 49 years","Number","795"
"Population","2016","General health - Fair","Female","South Dublin","50 - 54 years","Number","877"
"Population","2016","General health - Fair","Female","South Dublin","55 - 59 years","Number","1086"
"Population","2016","General health - Fair","Female","South Dublin","60 - 64 years","Number","1218"
"Population","2016","General health - Fair","Female","South Dublin","65 - 69 years","Number","1081"
"Population","2016","General health - Fair","Female","South Dublin","70 - 74 years","Number","796"
"Population","2016","General health - Fair","Female","South Dublin","75 - 79 years","Number","749"
"Population","2016","General health - Fair","Female","South Dublin","80 - 84 years","Number","619"
"Population","2016","General health - Fair","Female","South Dublin","85 years and over","Number","593"
"Population","2016","General health - Fair","Female","Sligo","All ages","Number","3109"
"Population","2016","General health - Fair","Female","Sligo","0 - 4 years","Number","11"
"Population","2016","General health - Fair","Female","Sligo","5 - 9 years","Number","16"
"Population","2016","General health - Fair","Female","Sligo","10 - 14 years","Number","30"
"Population","2016","General health - Fair","Female","Sligo","15 - 19 years","Number","58"
"Population","2016","General health - Fair","Female","Sligo","20 - 24 years","Number","82"
"Population","2016","General health - Fair","Female","Sligo","25 - 29 years","Number","85"
"Population","2016","General health - Fair","Female","Sligo","30 - 34 years","Number","97"
"Population","2016","General health - Fair","Female","Sligo","35 - 39 years","Number","117"
"Population","2016","General health - Fair","Female","Sligo","40 - 44 years","Number","172"
"Population","2016","General health - Fair","Female","Sligo","45 - 49 years","Number","149"
"Population","2016","General health - Fair","Female","Sligo","50 - 54 years","Number","225"
"Population","2016","General health - Fair","Female","Sligo","55 - 59 years","Number","277"
"Population","2016","General health - Fair","Female","Sligo","60 - 64 years","Number","316"
"Population","2016","General health - Fair","Female","Sligo","65 - 69 years","Number","302"
"Population","2016","General health - Fair","Female","Sligo","70 - 74 years","Number","305"
"Population","2016","General health - Fair","Female","Sligo","75 - 79 years","Number","271"
"Population","2016","General health - Fair","Female","Sligo","80 - 84 years","Number","268"
"Population","2016","General health - Fair","Female","Sligo","85 years and over","Number","328"
"Population","2016","General health - Fair","Female","Tipperary","All ages","Number","7316"
"Population","2016","General health - Fair","Female","Tipperary","0 - 4 years","Number","53"
"Population","2016","General health - Fair","Female","Tipperary","5 - 9 years","Number","62"
"Population","2016","General health - Fair","Female","Tipperary","10 - 14 years","Number","75"
"Population","2016","General health - Fair","Female","Tipperary","15 - 19 years","Number","125"
"Population","2016","General health - Fair","Female","Tipperary","20 - 24 years","Number","147"
"Population","2016","General health - Fair","Female","Tipperary","25 - 29 years","Number","172"
"Population","2016","General health - Fair","Female","Tipperary","30 - 34 years","Number","283"
"Population","2016","General health - Fair","Female","Tipperary","35 - 39 years","Number","328"
"Population","2016","General health - Fair","Female","Tipperary","40 - 44 years","Number","424"
"Population","2016","General health - Fair","Female","Tipperary","45 - 49 years","Number","469"
"Population","2016","General health - Fair","Female","Tipperary","50 - 54 years","Number","589"
"Population","2016","General health - Fair","Female","Tipperary","55 - 59 years","Number","631"
"Population","2016","General health - Fair","Female","Tipperary","60 - 64 years","Number","693"
"Population","2016","General health - Fair","Female","Tipperary","65 - 69 years","Number","686"
"Population","2016","General health - Fair","Female","Tipperary","70 - 74 years","Number","642"
"Population","2016","General health - Fair","Female","Tipperary","75 - 79 years","Number","615"
"Population","2016","General health - Fair","Female","Tipperary","80 - 84 years","Number","607"
"Population","2016","General health - Fair","Female","Tipperary","85 years and over","Number","715"
"Population","2016","General health - Fair","Female","Waterford City and County","All ages","Number","4828"
"Population","2016","General health - Fair","Female","Waterford City and County","0 - 4 years","Number","22"
"Population","2016","General health - Fair","Female","Waterford City and County","5 - 9 years","Number","45"
"Population","2016","General health - Fair","Female","Waterford City and County","10 - 14 years","Number","34"
"Population","2016","General health - Fair","Female","Waterford City and County","15 - 19 years","Number","82"
"Population","2016","General health - Fair","Female","Waterford City and County","20 - 24 years","Number","106"
"Population","2016","General health - Fair","Female","Waterford City and County","25 - 29 years","Number","114"
"Population","2016","General health - Fair","Female","Waterford City and County","30 - 34 years","Number","185"
"Population","2016","General health - Fair","Female","Waterford City and County","35 - 39 years","Number","239"
"Population","2016","General health - Fair","Female","Waterford City and County","40 - 44 years","Number","274"
"Population","2016","General health - Fair","Female","Waterford City and County","45 - 49 years","Number","344"
"Population","2016","General health - Fair","Female","Waterford City and County","50 - 54 years","Number","377"
"Population","2016","General health - Fair","Female","Waterford City and County","55 - 59 years","Number","396"
"Population","2016","General health - Fair","Female","Waterford City and County","60 - 64 years","Number","447"
"Population","2016","General health - Fair","Female","Waterford City and County","65 - 69 years","Number","478"
"Population","2016","General health - Fair","Female","Waterford City and County","70 - 74 years","Number","421"
"Population","2016","General health - Fair","Female","Waterford City and County","75 - 79 years","Number","400"
"Population","2016","General health - Fair","Female","Waterford City and County","80 - 84 years","Number","416"
"Population","2016","General health - Fair","Female","Waterford City and County","85 years and over","Number","448"
"Population","2016","General health - Fair","Female","Westmeath","All ages","Number","3733"
"Population","2016","General health - Fair","Female","Westmeath","0 - 4 years","Number","28"
"Population","2016","General health - Fair","Female","Westmeath","5 - 9 years","Number","33"
"Population","2016","General health - Fair","Female","Westmeath","10 - 14 years","Number","39"
"Population","2016","General health - Fair","Female","Westmeath","15 - 19 years","Number","66"
"Population","2016","General health - Fair","Female","Westmeath","20 - 24 years","Number","88"
"Population","2016","General health - Fair","Female","Westmeath","25 - 29 years","Number","107"
"Population","2016","General health - Fair","Female","Westmeath","30 - 34 years","Number","168"
"Population","2016","General health - Fair","Female","Westmeath","35 - 39 years","Number","207"
"Population","2016","General health - Fair","Female","Westmeath","40 - 44 years","Number","252"
"Population","2016","General health - Fair","Female","Westmeath","45 - 49 years","Number","281"
"Population","2016","General health - Fair","Female","Westmeath","50 - 54 years","Number","287"
"Population","2016","General health - Fair","Female","Westmeath","55 - 59 years","Number","319"
"Population","2016","General health - Fair","Female","Westmeath","60 - 64 years","Number","342"
"Population","2016","General health - Fair","Female","Westmeath","65 - 69 years","Number","337"
"Population","2016","General health - Fair","Female","Westmeath","70 - 74 years","Number","323"
"Population","2016","General health - Fair","Female","Westmeath","75 - 79 years","Number","293"
"Population","2016","General health - Fair","Female","Westmeath","80 - 84 years","Number","257"
"Population","2016","General health - Fair","Female","Westmeath","85 years and over","Number","306"
"Population","2016","General health - Fair","Female","Wicklow","All ages","Number","5479"
"Population","2016","General health - Fair","Female","Wicklow","0 - 4 years","Number","43"
"Population","2016","General health - Fair","Female","Wicklow","5 - 9 years","Number","42"
"Population","2016","General health - Fair","Female","Wicklow","10 - 14 years","Number","54"
"Population","2016","General health - Fair","Female","Wicklow","15 - 19 years","Number","107"
"Population","2016","General health - Fair","Female","Wicklow","20 - 24 years","Number","118"
"Population","2016","General health - Fair","Female","Wicklow","25 - 29 years","Number","143"
"Population","2016","General health - Fair","Female","Wicklow","30 - 34 years","Number","242"
"Population","2016","General health - Fair","Female","Wicklow","35 - 39 years","Number","312"
"Population","2016","General health - Fair","Female","Wicklow","40 - 44 years","Number","382"
"Population","2016","General health - Fair","Female","Wicklow","45 - 49 years","Number","373"
"Population","2016","General health - Fair","Female","Wicklow","50 - 54 years","Number","407"
"Population","2016","General health - Fair","Female","Wicklow","55 - 59 years","Number","452"
"Population","2016","General health - Fair","Female","Wicklow","60 - 64 years","Number","517"
"Population","2016","General health - Fair","Female","Wicklow","65 - 69 years","Number","505"
"Population","2016","General health - Fair","Female","Wicklow","70 - 74 years","Number","465"
"Population","2016","General health - Fair","Female","Wicklow","75 - 79 years","Number","446"
"Population","2016","General health - Fair","Female","Wicklow","80 - 84 years","Number","372"
"Population","2016","General health - Fair","Female","Wicklow","85 years and over","Number","499"
"Population","2016","General health - Fair","Female","Wexford","All ages","Number","6896"
"Population","2016","General health - Fair","Female","Wexford","0 - 4 years","Number","53"
"Population","2016","General health - Fair","Female","Wexford","5 - 9 years","Number","54"
"Population","2016","General health - Fair","Female","Wexford","10 - 14 years","Number","58"
"Population","2016","General health - Fair","Female","Wexford","15 - 19 years","Number","132"
"Population","2016","General health - Fair","Female","Wexford","20 - 24 years","Number","143"
"Population","2016","General health - Fair","Female","Wexford","25 - 29 years","Number","164"
"Population","2016","General health - Fair","Female","Wexford","30 - 34 years","Number","244"
"Population","2016","General health - Fair","Female","Wexford","35 - 39 years","Number","347"
"Population","2016","General health - Fair","Female","Wexford","40 - 44 years","Number","433"
"Population","2016","General health - Fair","Female","Wexford","45 - 49 years","Number","441"
"Population","2016","General health - Fair","Female","Wexford","50 - 54 years","Number","549"
"Population","2016","General health - Fair","Female","Wexford","55 - 59 years","Number","601"
"Population","2016","General health - Fair","Female","Wexford","60 - 64 years","Number","640"
"Population","2016","General health - Fair","Female","Wexford","65 - 69 years","Number","686"
"Population","2016","General health - Fair","Female","Wexford","70 - 74 years","Number","676"
"Population","2016","General health - Fair","Female","Wexford","75 - 79 years","Number","611"
"Population","2016","General health - Fair","Female","Wexford","80 - 84 years","Number","498"
"Population","2016","General health - Fair","Female","Wexford","85 years and over","Number","566"
"Population","2016","General health - Bad","Both sexes","State","All ages","Number","62697"
"Population","2016","General health - Bad","Both sexes","State","0 - 4 years","Number","439"
"Population","2016","General health - Bad","Both sexes","State","5 - 9 years","Number","441"
"Population","2016","General health - Bad","Both sexes","State","10 - 14 years","Number","412"
"Population","2016","General health - Bad","Both sexes","State","15 - 19 years","Number","729"
"Population","2016","General health - Bad","Both sexes","State","20 - 24 years","Number","942"
"Population","2016","General health - Bad","Both sexes","State","25 - 29 years","Number","1266"
"Population","2016","General health - Bad","Both sexes","State","30 - 34 years","Number","2056"
"Population","2016","General health - Bad","Both sexes","State","35 - 39 years","Number","2940"
"Population","2016","General health - Bad","Both sexes","State","40 - 44 years","Number","3638"
"Population","2016","General health - Bad","Both sexes","State","45 - 49 years","Number","4410"
"Population","2016","General health - Bad","Both sexes","State","50 - 54 years","Number","5519"
"Population","2016","General health - Bad","Both sexes","State","55 - 59 years","Number","6553"
"Population","2016","General health - Bad","Both sexes","State","60 - 64 years","Number","7019"
"Population","2016","General health - Bad","Both sexes","State","65 - 69 years","Number","6037"
"Population","2016","General health - Bad","Both sexes","State","70 - 74 years","Number","5280"
"Population","2016","General health - Bad","Both sexes","State","75 - 79 years","Number","5023"
"Population","2016","General health - Bad","Both sexes","State","80 - 84 years","Number","4582"
"Population","2016","General health - Bad","Both sexes","State","85 years and over","Number","5411"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","All ages","Number","6507"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","0 - 4 years","Number","50"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","5 - 9 years","Number","50"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","10 - 14 years","Number","38"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","15 - 19 years","Number","79"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","20 - 24 years","Number","127"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","25 - 29 years","Number","147"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","30 - 34 years","Number","241"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","35 - 39 years","Number","350"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","40 - 44 years","Number","409"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","45 - 49 years","Number","453"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","50 - 54 years","Number","616"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","55 - 59 years","Number","708"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","60 - 64 years","Number","698"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","65 - 69 years","Number","585"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","70 - 74 years","Number","476"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","75 - 79 years","Number","481"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","80 - 84 years","Number","448"
"Population","2016","General health - Bad","Both sexes","Cork City and Cork County","85 years and over","Number","551"
"Population","2016","General health - Bad","Both sexes","Clare","All ages","Number","1559"
"Population","2016","General health - Bad","Both sexes","Clare","0 - 4 years","Number","14"
"Population","2016","General health - Bad","Both sexes","Clare","5 - 9 years","Number","15"
"Population","2016","General health - Bad","Both sexes","Clare","10 - 14 years","Number","13"
"Population","2016","General health - Bad","Both sexes","Clare","15 - 19 years","Number","18"
"Population","2016","General health - Bad","Both sexes","Clare","20 - 24 years","Number","28"
"Population","2016","General health - Bad","Both sexes","Clare","25 - 29 years","Number","26"
"Population","2016","General health - Bad","Both sexes","Clare","30 - 34 years","Number","50"
"Population","2016","General health - Bad","Both sexes","Clare","35 - 39 years","Number","65"
"Population","2016","General health - Bad","Both sexes","Clare","40 - 44 years","Number","86"
"Population","2016","General health - Bad","Both sexes","Clare","45 - 49 years","Number","108"
"Population","2016","General health - Bad","Both sexes","Clare","50 - 54 years","Number","127"
"Population","2016","General health - Bad","Both sexes","Clare","55 - 59 years","Number","152"
"Population","2016","General health - Bad","Both sexes","Clare","60 - 64 years","Number","160"
"Population","2016","General health - Bad","Both sexes","Clare","65 - 69 years","Number","173"
"Population","2016","General health - Bad","Both sexes","Clare","70 - 74 years","Number","137"
"Population","2016","General health - Bad","Both sexes","Clare","75 - 79 years","Number","139"
"Population","2016","General health - Bad","Both sexes","Clare","80 - 84 years","Number","119"
"Population","2016","General health - Bad","Both sexes","Clare","85 years and over","Number","129"
"Population","2016","General health - Bad","Both sexes","Cavan","All ages","Number","954"
"Population","2016","General health - Bad","Both sexes","Cavan","0 - 4 years","Number","7"
"Population","2016","General health - Bad","Both sexes","Cavan","5 - 9 years","Number","8"
"Population","2016","General health - Bad","Both sexes","Cavan","10 - 14 years","Number","4"
"Population","2016","General health - Bad","Both sexes","Cavan","15 - 19 years","Number","11"
"Population","2016","General health - Bad","Both sexes","Cavan","20 - 24 years","Number","5"
"Population","2016","General health - Bad","Both sexes","Cavan","25 - 29 years","Number","22"
"Population","2016","General health - Bad","Both sexes","Cavan","30 - 34 years","Number","21"
"Population","2016","General health - Bad","Both sexes","Cavan","35 - 39 years","Number","41"
"Population","2016","General health - Bad","Both sexes","Cavan","40 - 44 years","Number","56"
"Population","2016","General health - Bad","Both sexes","Cavan","45 - 49 years","Number","71"
"Population","2016","General health - Bad","Both sexes","Cavan","50 - 54 years","Number","96"
"Population","2016","General health - Bad","Both sexes","Cavan","55 - 59 years","Number","100"
"Population","2016","General health - Bad","Both sexes","Cavan","60 - 64 years","Number","98"
"Population","2016","General health - Bad","Both sexes","Cavan","65 - 69 years","Number","94"
"Population","2016","General health - Bad","Both sexes","Cavan","70 - 74 years","Number","71"
"Population","2016","General health - Bad","Both sexes","Cavan","75 - 79 years","Number","84"
"Population","2016","General health - Bad","Both sexes","Cavan","80 - 84 years","Number","78"
"Population","2016","General health - Bad","Both sexes","Cavan","85 years and over","Number","87"
"Population","2016","General health - Bad","Both sexes","Carlow","All ages","Number","792"
"Population","2016","General health - Bad","Both sexes","Carlow","0 - 4 years","Number","2"
"Population","2016","General health - Bad","Both sexes","Carlow","5 - 9 years","Number","6"
"Population","2016","General health - Bad","Both sexes","Carlow","10 - 14 years","Number","3"
